,FRC 0.5y,FRC 1y,FRC 1.5y,FRC 2y,FRC 3y,FRC 4y,FRC 5y,FRC 6y,FRC 7y,FRC 8y
2022-04-27 00:00:00,115.45325644476083,123.25956924095718,126.80811960191708,131.56314650711857,144.01196642901763,156.91305381155968,168.4764450749149,178.29403697162806,188.58619090566424,197.98223856220963
2022-04-28 00:00:00,115.42196248554497,123.163300839608,126.611021215867,131.28823364777287,143.61478835778337,156.40350445762078,168.02972877809677,177.8575151485789,188.19256930392362,197.53233594104665
2022-04-29 00:00:00,115.7266395636779,123.64365804379733,127.07188466346985,131.743439958479,144.07181328588416,156.84367193854456,168.5315911870008,178.34420489197936,188.82309497379723,198.16795875632192
2022-05-02 00:00:00,115.72142286006387,123.60071311089082,126.97118625369309,131.59561568286796,143.8189499620591,156.41159071523003,167.87778891981768,177.50490765587512,187.71012156517264,196.75689279109545
2022-05-03 00:00:00,115.71666824581334,123.59047502971039,126.95531837408708,131.5640906644027,143.77858679620687,156.40016244204736,167.82219784192657,177.3729522315224,187.18221294589978,195.94208658937814
2022-05-04 00:00:00,115.74626186537138,123.64468734310549,127.02910208867235,131.682694744248,144.01082317520226,156.68790651283226,168.11024096246953,177.6951540430706,187.50509859373068,196.27298784658475
2022-05-05 00:00:00,115.70595305315732,123.55457362309217,126.88586507273942,131.5072455150293,143.75928637518754,156.3203989826181,167.67423851967786,177.15322823830454,186.84485976852093,195.50688966223572
2022-05-06 00:00:00,115.71601955398633,123.58267316899946,126.93633118424636,131.56858034886054,143.75925569751567,156.15041941739318,167.36764785738484,176.54680099579582,185.99075937630857,194.51118053278108
2022-05-09 00:00:00,115.74241842661203,123.66556305398757,127.0928396925765,131.7462517858509,143.96818019688294,156.49979723498382,167.86473794368828,177.14798769747063,186.69421623654634,195.2715472355452
2022-05-10 00:00:00,115.7267205864375,123.66260337393454,127.12145510044334,131.81705935771288,144.19061534067674,156.8414998305806,168.0297336805275,177.24227659816398,186.810767241594,195.36088508551168
